Spot_id,YMD,STN_ID,LAT,LON,Average_temperature,Sum_rainfall,Max_rainfall_1H,Max_rainfall_1H_occur_time,Average_humidity,Average_wind_speed
5504,20250512,108,37.57142,126.9658,23.6,-99.9,-99.9,0,36.0,2.18.81354180.05.71356180.0230.01228.21.8
5504,20250512,412,37.57047,126.94078,23.8,-99.9,-99.9,1,34.9,1.26.81409242.42.91402212.3202.50189.64.0
5504,20250512,419,37.55236,126.98736,23.9,-99.9,-99.9,1,34.5,1.17.81253280.22.7063489.0202.50186.12.3
5504,20250513,108,37.57142,126.9658,25.8,-99.9,-99.9,0,27.0,2.712.61348230.06.51340230.0230.01223.21.8
5504,20250513,412,37.57047,126.94078,26.4,-99.9,-99.9,1,25.2,1.89.91440248.53.41222225.990.00171.14.0
5504,20250513,419,37.55236,126.98736,25.8,-99.9,-99.9,1,26.2,1.37.81435248.52.41245199.390.00162.82.3
5504,20250514,108,37.57142,126.9658,26.7,-99.9,-99.9,0,31.0,2.49.71548270.05.61551250.0230.01224.81.8
5504,20250514,412,37.57047,126.94078,26.8,-99.9,-99.9,1,29.5,1.36.61217233.13.31243176.1270.00195.14.0
5504,20250514,419,37.55236,126.98736,27.4,-99.9,-99.9,1,29.2,1.05.22206219.52.7082966.8225.00183.12.3
5504,20250515,108,37.57142,126.9658,22.2,1.1,0.4,639,67.0,2.38.10152160.04.40903250.0200.02214.51.8
5504,20250515,412,37.57047,126.94078,22.2,0.5,0.5,723,67.4,1.05.10730259.12.30301199.4180.00211.04.0
5504,20250515,419,37.55236,126.98736,23.1,2.0,0.5,325,65.6,0.75.20856238.01.50151160.5202.50201.92.3
5504,20250516,108,37.57142,126.9658,22.0,51.3,14.2,1549,85.0,1.87.71607180.04.21709180.050.0029.21.8
5504,20250516,412,37.57047,126.94078,21.2,57.5,21.5,1756,91.1,0.96.91704148.53.31708178.4157.5088.84.0
5504,20250516,419,37.55236,126.98736,20.9,77.0,38.0,1635,91.3,2.011.1231316.17.6231833.367.5168.02.3
5504,20250517,108,37.57142,126.9658,24.3,2.2,2.2,1725,62.0,2.611.71840160.06.01538250.0230.02228.91.8
5504,20250517,412,37.57047,126.94078,24.4,2.5,2.5,1817,63.2,1.07.21522229.63.01244199.4270.00264.94.0
5504,20250517,419,37.55236,126.98736,25.4,4.0,3.5,1823,58.7,1.78.51836216.65.1022252.9202.50151.52.3
